title,videoUrl,channelName,channelUrl,videoId,label,label_source,label_version,label_confidence,categoryId
understand calculus in 35 minutes,https://www.youtube.com/watch?v=WsQQvHm4lSw,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,WsQQvHm4lSw,1,category,cat-v1,0.6,27
whats so special about eulers number e  chapter 5 essence of calculus,https://www.youtube.com/watch?v=m2MIpDrF7Es,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,m2MIpDrF7Es,1,category,cat-v1,0.6,27
taylor series  chapter 11 essence of calculus,https://www.youtube.com/watch?v=3d6DsjIBzJ4,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,3d6DsjIBzJ4,1,category,cat-v1,0.6,27
calculus 1  derivatives,https://www.youtube.com/watch?v=5yfh5cf4-0w,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,5yfh5cf4-0w,1,category,cat-v1,0.6,27
algebra basics what are functions  math antics,https://www.youtube.com/watch?v=52tpYl2tTqk,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,52tpYl2tTqk,1,category,cat-v1,0.6,27
square root trick long division method,https://www.youtube.com/watch?v=WGDtHzpfa2o,saraswati maths academy,https://www.youtube.com/channel/UCuITCMABV2C2Bod0lIihpJw,WGDtHzpfa2o,1,category,cat-v1,0.6,27
missing angles geometry problem  tricky math question  justicethetutor maths math shorts,https://www.youtube.com/watch?v=LiP7IkD0-fk,justice shepard,https://www.youtube.com/channel/UC4UdwOtQsRxmhwkfTQXF5Qg,LiP7IkD0-fk,1,category,cat-v1,0.6,27
calculus 1 lecture 11  an introduction to limits,https://www.youtube.com/watch?v=54_XRjHhZzI,professor leonard,https://www.youtube.com/channel/UCoHhuummRZaIVX7bD4t2czg,54_XRjHhZzI,1,category,cat-v1,0.6,27
implicit differentiation explained  product rule quotient  chain rule  calculus,https://www.youtube.com/watch?v=LGY-DjFsALc,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,LGY-DjFsALc,1,category,cat-v1,0.6,27
taylor series and maclaurin series  calculus 2,https://www.youtube.com/watch?v=LDBnS4c7YbA,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,LDBnS4c7YbA,1,category,cat-v1,0.6,27
are you flossing properly dentaltips dentaleducation,https://www.youtube.com/watch?v=uSI8pW7hHoo,providentdentistry,https://www.youtube.com/channel/UCjVDJ-GmQRRSZM7-j3IXPfQ,uSI8pW7hHoo,1,category,cat-v1,0.6,27
integration and the fundamental theorem of calculus  chapter 8 essence of calculus,https://www.youtube.com/watch?v=rfG8ce4nNh0,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,rfG8ce4nNh0,1,category,cat-v1,0.6,27
why shrek is in your calculus textbook,https://www.youtube.com/watch?v=nt-y5iBrIrs,wrath of math,https://www.youtube.com/channel/UCyEKvaxi8mt9FMc62MHcliw,nt-y5iBrIrs,1,category,cat-v1,0.6,27
calculus 1  integration  antiderivatives,https://www.youtube.com/watch?v=6WUjbJEeJwM,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,6WUjbJEeJwM,1,category,cat-v1,0.6,27
definite integral calculus examples integration  basic introduction practice problems,https://www.youtube.com/watch?v=rCWOdfQ3cwQ,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,rCWOdfQ3cwQ,1,category,cat-v1,0.6,27
partial derivatives  multivariable calculus,https://www.youtube.com/watch?v=JAf_aSIJryg,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,JAf_aSIJryg,1,category,cat-v1,0.6,27
3 step continuity test discontinuity piecewise functions  limits  calculus,https://www.youtube.com/watch?v=WT7oxiiFYt8,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,WT7oxiiFYt8,1,category,cat-v1,0.6,27
❌ horrors of jee integration  jee mains 2024  jee 2025  jee advanced 2024  cbse 2024 jee,https://www.youtube.com/watch?v=AGcATRnXiQA,jee with ajay ,https://www.youtube.com/channel/UCuAlHkFs9SGaiKr8u8siyTw,AGcATRnXiQA,1,category,cat-v1,0.6,27
derivatives of exponential functions  logarithmic differentiation calculus  lnx e2x xx xsinx,https://www.youtube.com/watch?v=zmnh448y_ZU,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,zmnh448y_ZU,1,category,cat-v1,0.6,27
derivatives of trigonometric functions  product rule quotient  chain rule  calculus tutorial,https://www.youtube.com/watch?v=_niP0JaOgHY,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,_niP0JaOgHY,1,category,cat-v1,0.6,27
logarithms explained  steve kelly,https://www.youtube.com/watch?v=zzu2POfYv0Y,teded,https://www.youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA,zzu2POfYv0Y,1,category,cat-v1,0.6,27
basic math calculus – understand simple calculus with just basic math in 5 minutes,https://www.youtube.com/watch?v=IFlXeFwA_2A,brain station advanced,https://www.youtube.com/channel/UCGPUOBWuUVm6l28mOlUMfxg,IFlXeFwA_2A,1,category,cat-v1,0.6,27
logarithms explained rules  properties condense expand graphing  solving equations introduction,https://www.youtube.com/watch?v=LRbi_pMX1DM,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,LRbi_pMX1DM,1,category,cat-v1,0.6,27
precalculus course,https://www.youtube.com/watch?v=eI4an8aSsgw,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,eI4an8aSsgw,1,category,cat-v1,0.6,27
disk  washer method  calculus,https://www.youtube.com/watch?v=SAHSVg7Jw_A,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,SAHSVg7Jw_A,1,category,cat-v1,0.6,27
finding the tangent line equation with derivatives  calculus problems,https://www.youtube.com/watch?v=5-TKfOzwu9w,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,5-TKfOzwu9w,1,category,cat-v1,0.6,27
how to self study pure math  a stepbystep guide,https://www.youtube.com/watch?v=byNaO_zn2fI,aleph 0,https://www.youtube.com/channel/UCzBjutX2PmitNF4avysL-vg,byNaO_zn2fI,1,category,cat-v1,0.6,27
electric flux gausss law  electric fields through a cube sphere  disk physics problems,https://www.youtube.com/watch?v=q1eor6oIuUo,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,q1eor6oIuUo,1,category,cat-v1,0.6,27
summation formulas and sigma notation  calculus,https://www.youtube.com/watch?v=XJkIaw2e1Pw,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,XJkIaw2e1Pw,1,category,cat-v1,0.6,27
calculus made easy finally understand it in minutes,https://www.youtube.com/watch?v=AVWrB1vt5nM,tabletclass math,https://www.youtube.com/channel/UCglNXzBo6bmKc9otKf-OuGQ,AVWrB1vt5nM,1,category,cat-v1,0.6,27
improper integrals  convergence and divergence  calculus 2,https://www.youtube.com/watch?v=ND9cEdfCFr0,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,ND9cEdfCFr0,1,category,cat-v1,0.6,27
single variable calculus differential calculusrolles theoremlecture 01all university,https://www.youtube.com/watch?v=bQ_B9cHBYfQ,pradeep giri academy,https://www.youtube.com/channel/UCOgMBTdFTSCtr8p7yVzSHkw,bQ_B9cHBYfQ,1,category,cat-v1,0.6,27
calculus 1 review   basic introduction,https://www.youtube.com/watch?v=GiCojsAWRj0,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,GiCojsAWRj0,1,category,cat-v1,0.6,27
optimization problems  calculus,https://www.youtube.com/watch?v=lx8RcYcYVuU,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,lx8RcYcYVuU,1,category,cat-v1,0.6,27
calculator techniqueoring quadratic polynomials,https://www.youtube.com/watch?v=idiks6Gw5-M,engineerelah,https://www.youtube.com/channel/UCnYdV0Ka5F4x8VRhN-Dd0yQ,idiks6Gw5-M,1,category,cat-v1,0.6,27
algebra 1  basics for beginners,https://www.youtube.com/watch?v=tTomwopxKFE,ultimatealgebra,https://www.youtube.com/channel/UCS1YNEY54RYgt9ObzGW2mfg,tTomwopxKFE,1,category,cat-v1,0.6,27
fundamental theorem of calculus part 1,https://www.youtube.com/watch?v=aeB5BWY0RlE,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,aeB5BWY0RlE,1,category,cat-v1,0.6,27
memorization trick for graphing functions part 1  algebra math hack shorts math school,https://www.youtube.com/watch?v=RSAD7QNT1hs,justice shepard,https://www.youtube.com/channel/UC4UdwOtQsRxmhwkfTQXF5Qg,RSAD7QNT1hs,1,category,cat-v1,0.6,27
how to do math like this kid,https://www.youtube.com/watch?v=MqvIqR45_wg,your math bestie,https://www.youtube.com/channel/UChZLc_8cf3bZiBKdiLPl1VQ,MqvIqR45_wg,1,category,cat-v1,0.6,27
algebra basics what is algebra  math antics,https://www.youtube.com/watch?v=NybHckSEQBI,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,NybHckSEQBI,1,category,cat-v1,0.6,27
how to solve quadratic equations by factoring  quick  simple  algebra online course,https://www.youtube.com/watch?v=qeByhTF8WEw,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,qeByhTF8WEw,1,category,cat-v1,0.6,27
linear combinations span and basis vectors  chapter 2 essence of linear algebra,https://www.youtube.com/watch?v=k7RM-ot2NWY,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,k7RM-ot2NWY,1,category,cat-v1,0.6,27
linear transformations and matrices  chapter 3 essence of linear algebra,https://www.youtube.com/watch?v=kYB8IZa5AuE,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,kYB8IZa5AuE,1,category,cat-v1,0.6,27
algebra basics solving 2step equations  math antics,https://www.youtube.com/watch?v=LDIiYKYvvdA,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,LDIiYKYvvdA,1,category,cat-v1,0.6,27
algebra basics solving basic equations part 1  math antics,https://www.youtube.com/watch?v=l3XzepN03KQ,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,l3XzepN03KQ,1,category,cat-v1,0.6,27
eigenvectors and eigenvalues  chapter 14 essence of linear algebra,https://www.youtube.com/watch?v=PFDu9oVAE-g,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,PFDu9oVAE-g,1,category,cat-v1,0.6,27
algebra basics what are polynomials  math antics,https://www.youtube.com/watch?v=ffLLmV4mZwU,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,ffLLmV4mZwU,1,category,cat-v1,0.6,27
learn mathematics from start to finish,https://www.youtube.com/watch?v=pTnEG_WGd2Q,the math sorcerer,https://www.youtube.com/channel/UCr7lmzIk63PZnBw3bezl-Mg,pTnEG_WGd2Q,1,category,cat-v1,0.6,27
long division with polynomials  the easy way,https://www.youtube.com/watch?v=_FSXJmESFmQ,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,_FSXJmESFmQ,1,category,cat-v1,0.6,27
algebra introduction  basic overview  online crash course review video tutorial lessons,https://www.youtube.com/watch?v=grnP3mduZkM,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,grnP3mduZkM,1,category,cat-v1,0.6,27
algebra  how to solve equations quickly,https://www.youtube.com/watch?v=Z-ZkmpQBIFo,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,Z-ZkmpQBIFo,1,category,cat-v1,0.6,27
the determinant  chapter 6 essence of linear algebra,https://www.youtube.com/watch?v=Ip3X9LOh2dk,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,Ip3X9LOh2dk,1,category,cat-v1,0.6,27
algebra 2 introduction basic review factoring slope absolute value linear quadratic equations,https://www.youtube.com/watch?v=i6sbjtJjJ-A,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,i6sbjtJjJ-A,1,category,cat-v1,0.6,27
algebra basics solving basic equations part 2  math antics,https://www.youtube.com/watch?v=Qyd_v3DGzTM,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,Qyd_v3DGzTM,1,category,cat-v1,0.6,27
matrix multiplication as composition  chapter 4 essence of linear algebra,https://www.youtube.com/watch?v=XkY2DOUCWMU,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,XkY2DOUCWMU,1,category,cat-v1,0.6,27
algebra basics graphing on the coordinate plane  math antics,https://www.youtube.com/watch?v=9Uc62CuQjc4,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,9Uc62CuQjc4,1,category,cat-v1,0.6,27
arithmetic sequences and arithmetic series  basic introduction,https://www.youtube.com/watch?v=XZJdyPkCxuE,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,XZJdyPkCxuE,1,category,cat-v1,0.6,27
algebra basics the distributive property  math antics,https://www.youtube.com/watch?v=v-6MShC82ow,mathantics,https://www.youtube.com/channel/UCBuMwlP7kHkNxdPAqtFSJTw,v-6MShC82ow,1,category,cat-v1,0.6,27
gaussian elimination  row echelon form,https://www.youtube.com/watch?v=eDb6iugi6Uk,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,eDb6iugi6Uk,1,category,cat-v1,0.6,27
solving systems of equations by elimination  substitution with 2 variables,https://www.youtube.com/watch?v=oKqtgz2eo-Y,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,oKqtgz2eo-Y,1,category,cat-v1,0.6,27
inverse matrices column space and null space  chapter 7 essence of linear algebra,https://www.youtube.com/watch?v=uQhTuRlWMxw,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,uQhTuRlWMxw,1,category,cat-v1,0.6,27
vector space   definition of vector space   examples of vector space  linear algebra,https://www.youtube.com/watch?v=1XlT3Y2oyAU,drgajendra purohit,https://www.youtube.com/channel/UC_4NoVAkQzeSaxCgm-to25A,1XlT3Y2oyAU,1,category,cat-v1,0.6,27
group theory abstraction and the 196883dimensional monster,https://www.youtube.com/watch?v=mH0oCDa74tE,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,mH0oCDa74tE,1,category,cat-v1,0.6,27
statquest principal component analysis pca stepbystep,https://www.youtube.com/watch?v=FgakZw6K1QQ,statquest with josh starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,FgakZw6K1QQ,1,category,cat-v1,0.6,27
intro to matrices,https://www.youtube.com/watch?v=yRwQ7A6jVLk,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,yRwQ7A6jVLk,1,category,cat-v1,0.6,27
learn functions – understand in 7 minutes,https://www.youtube.com/watch?v=lGfsp2CWjok,tabletclass math,https://www.youtube.com/channel/UCglNXzBo6bmKc9otKf-OuGQ,lGfsp2CWjok,1,category,cat-v1,0.6,27
dot products and duality  chapter 9 essence of linear algebra,https://www.youtube.com/watch?v=LyGKycYT2v0,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,LyGKycYT2v0,1,category,cat-v1,0.6,27
the applications of matrices  what i wish my teachers told me way earlier,https://www.youtube.com/watch?v=rowWM-MijXU,zach star,https://www.youtube.com/channel/UCpCSAcbqs-sjEVfk_hMfY9w,rowWM-MijXU,1,category,cat-v1,0.6,27
inverse of a 3x3 matrix,https://www.youtube.com/watch?v=Fg7_mv3izR0,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,Fg7_mv3izR0,1,category,cat-v1,0.6,27
gil strangs final 1806 linear algebra lecture,https://www.youtube.com/watch?v=lUUte2o2Sn8,mit opencourseware,https://www.youtube.com/channel/UCEBb1b_L6zDS3xTUrIALZOw,lUUte2o2Sn8,1,category,cat-v1,0.6,27
linear equations  algebra,https://www.youtube.com/watch?v=Ft2_QtXAnh8,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,Ft2_QtXAnh8,1,category,cat-v1,0.6,27
eigen values and eigen vectors in hindi solved problem 1 in matrices tiklesacademy,https://www.youtube.com/watch?v=apmSB7kmF38,tikles academy of maths,https://www.youtube.com/channel/UCFOt62F9cFogxtHqgPnhyHA,apmSB7kmF38,1,category,cat-v1,0.6,27
rank of matrix solved examples 1  unit  matrices  tiklesacademy,https://www.youtube.com/watch?v=4Augy2kdEUE,tikles academy of maths,https://www.youtube.com/channel/UCFOt62F9cFogxtHqgPnhyHA,4Augy2kdEUE,1,category,cat-v1,0.6,27
algebra 1 full course,https://www.youtube.com/watch?v=GAN-jgzYsIo,greenemathcom,https://www.youtube.com/channel/UCTy8D3wAtiJtSuA-2YOEfAw,GAN-jgzYsIo,1,category,cat-v1,0.6,27
how to solve linear inequalities basic introduction algebra,https://www.youtube.com/watch?v=DrZJKdXlZ3I,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,DrZJKdXlZ3I,1,category,cat-v1,0.6,27
first order linear differential equations,https://www.youtube.com/watch?v=gd1FYn86P0c,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,gd1FYn86P0c,1,category,cat-v1,0.6,27
gauss jordan elimination  reduced row echelon form,https://www.youtube.com/watch?v=eYSASx8_nyg,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,eYSASx8_nyg,1,category,cat-v1,0.6,27
essence of linear algebra preview,https://www.youtube.com/watch?v=kjBOesZCoqc,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,kjBOesZCoqc,1,category,cat-v1,0.6,27
1 the geometry of linear equations,https://www.youtube.com/watch?v=J7DzL2_Na80,mit opencourseware,https://www.youtube.com/channel/UCEBb1b_L6zDS3xTUrIALZOw,J7DzL2_Na80,1,category,cat-v1,0.6,27
rank of matrix  how to find rank of matrix  matrices  linear algebra,https://www.youtube.com/watch?v=ccaHV-ukK2o,drgajendra purohit,https://www.youtube.com/channel/UC_4NoVAkQzeSaxCgm-to25A,ccaHV-ukK2o,1,category,cat-v1,0.6,27
threedimensional linear transformations  chapter 5 essence of linear algebra,https://www.youtube.com/watch?v=rHLEWRxRGiM,3blue1brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,rHLEWRxRGiM,1,category,cat-v1,0.6,27
kya aap kar sakte hain  anubhavsir theoryofphysics centrifugalforce,https://www.youtube.com/watch?v=925WErWQkSA,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,925WErWQkSA,1,category,cat-v1,0.6,27
does the spinning wheel defy gravity no it obeys physics funny fyp reels shorts shortsvideo,https://www.youtube.com/watch?v=jhwvCKrUq9U,tamu physics  astronomy,https://www.youtube.com/channel/UC4BzfoDeAwqdNckkp0htOuQ,jhwvCKrUq9U,1,category,cat-v1,0.6,27
so how does a tubeless tyre works   theoryofphysics anubhavsir tubelesstyres 500k,https://www.youtube.com/watch?v=wTdqMlF7QE4,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,wTdqMlF7QE4,1,category,cat-v1,0.6,27
can you fill an inverted flask  anubhavsir theoryofphysics physics,https://www.youtube.com/watch?v=cwrAsJlHuFQ,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,cwrAsJlHuFQ,1,category,cat-v1,0.6,27
dont underestimate the atmospheric pressuretheoryofphysics atmosphericpressure anubhavsir,https://www.youtube.com/watch?v=t0LUAnEDc7E,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,t0LUAnEDc7E,1,category,cat-v1,0.6,27
can you hang a bottle without a counterweight theoryofphysics anubhavsir counterweight gwalior,https://www.youtube.com/watch?v=Ty7du63T1LA,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,Ty7du63T1LA,1,category,cat-v1,0.6,27
anti gravity balloon theoryofphysics anubhavsir physics,https://www.youtube.com/watch?v=BSpLNnPMMSQ,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,BSpLNnPMMSQ,1,category,cat-v1,0.6,27
anti gravity wheel theoryofphysics physics anubhavsir,https://www.youtube.com/watch?v=Id0IksGVpMY,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,Id0IksGVpMY,1,category,cat-v1,0.6,27
the power of atmospheric pressure theoryofphysics anubhavsir,https://www.youtube.com/watch?v=IJmIJov5XL0,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,IJmIJov5XL0,1,category,cat-v1,0.6,27
will you accept the challenge momentofinertia theoryofphysics anubhavsir,https://www.youtube.com/watch?v=UDUHxDGOEqk,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,UDUHxDGOEqk,1,category,cat-v1,0.6,27
so how many pins can you fit intheoryofphysics physics anubhavsir,https://www.youtube.com/watch?v=CUt7T3fQXQQ,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,CUt7T3fQXQQ,1,category,cat-v1,0.6,27
comment the concept used theoryofphysics anubhavsir,https://www.youtube.com/watch?v=rcVU5VMJdwY,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,rcVU5VMJdwY,1,category,cat-v1,0.6,27
are you brave enough   theoryofphysics anubhavsir physics classexperiment gwalior mlb,https://www.youtube.com/watch?v=XW-Cuo8yZBg,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,XW-Cuo8yZBg,1,category,cat-v1,0.6,27
can welding really make you blind 3d animation shorts,https://www.youtube.com/watch?v=5HITopEzRlk,professor of how,https://www.youtube.com/channel/UCepBxbSrGZkgjgGJuY04c-Q,5HITopEzRlk,1,category,cat-v1,0.6,27
ready for a big cloud these kids sure were physics funny fyp reels shorts shortsvideo,https://www.youtube.com/watch?v=CVHo7y9oh9g,tamu physics  astronomy,https://www.youtube.com/channel/UC4BzfoDeAwqdNckkp0htOuQ,CVHo7y9oh9g,1,category,cat-v1,0.6,27
can you read anubhavsir theoryofphysics reflection refractionoflight,https://www.youtube.com/watch?v=i_BQHnBqWqo,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,i_BQHnBqWqo,1,category,cat-v1,0.6,27
magnetic glass  anubhavsir theoryofphysics,https://www.youtube.com/watch?v=H-9plYfkywc,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,H-9plYfkywc,1,category,cat-v1,0.6,27
inertia samjha theoryofphysics physics anubhavsir,https://www.youtube.com/watch?v=Z056mVUQesc,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,Z056mVUQesc,1,category,cat-v1,0.6,27
watch till the end comment below the concept usedtheoryofphysics hobermansphere,https://www.youtube.com/watch?v=MGM-NdYLcT0,theory of physics  anubhav shrivastava,https://www.youtube.com/channel/UCSrwhbt5DQZgTRnlPZ7EwXw,MGM-NdYLcT0,1,category,cat-v1,0.6,27
